Validity,Heuristics,Loop depth,If depth,N,Total number of inspected paths,Number of unfeasible paths,Time spent on verification,Time spent on finding unfeasible paths,Total time,Atoms
True,True,10,5,2,124,3,1.94772404,0.155626288,2.227120327,2272
True,True,10,5,3,124,3,2.6603825739999998,9.9002623e-2,2.850495746,2272
True,True,10,5,4,124,3,2.080163,0.11577955,2.330707554,2272
True,True,10,5,5,124,3,1.953300995,9.2903131e-2,2.145961519,2272
True,True,10,5,6,124,3,1.8903469240000002,9.4198587e-2,2.10037877,2272
True,True,10,5,7,124,3,1.92254356,8.5537949e-2,2.12693653,2272
True,True,10,5,8,124,3,1.9237051969999999,9.8773972e-2,2.118177512,2272
True,True,10,5,9,124,3,2.013210998,9.558104e-2,2.209679112,2272
True,True,10,5,10,124,3,1.910931446,9.7066073e-2,2.105218499,2272
True,False,10,5,2,127,0,1.97306843,9.9377e-5,1.97371219,2299
True,False,10,5,3,127,0,1.966178705,1.07413e-4,1.9861067000000001,2299
True,False,10,5,4,127,0,1.945776273,1.00335e-4,1.954141519,2299
True,False,10,5,5,127,0,1.925615687,1.0481e-4,1.9361772529999999,2299
True,False,10,5,6,127,0,2.016660914,1.06769e-4,2.023327349,2299
True,False,10,5,7,127,0,1.935552288,1.32903e-4,1.938468686,2299
True,False,10,5,8,127,0,1.949808279,9.9403e-5,1.970988235,2299
True,False,10,5,9,127,0,1.917388109,1.20446e-4,1.924999506,2299
True,False,10,5,10,127,0,1.918073084,1.06993e-4,1.9317460039999999,2299
