Validity,Heuristics,Loop depth,If depth,N,Total number of inspected paths,Number of unfeasible paths,Time spent on verification,Time spent on finding unfeasible paths,Total time,Atoms
True,True,10,15,2,121,6,2.463222208,1.500513202,5.612302753,2230
True,True,10,15,3,118,9,2.217715795,1.234824995,4.698613537,2194
True,True,10,15,4,111,16,2.384138535,1.2330246759999999,4.895382926,2096
True,True,10,15,5,96,31,1.824839109,1.9377829389999999,5.5315358,1856
True,True,10,15,6,96,31,1.678335314,1.213585262,4.126250242,1856
True,True,10,15,7,96,31,1.723223765,1.13814197,4.043953828,1856
True,True,10,15,8,96,31,1.685799034,1.185791824,4.1375461510000004,1856
True,True,10,15,9,96,31,1.6827892279999999,1.215369387,4.041314692,1856
True,True,10,15,10,96,31,1.764898787,1.159398519,4.119817027,1856
True,False,10,15,2,127,0,2.175888052,1.07411e-4,2.17893176,2299
True,False,10,15,3,127,0,2.289577258,1.26064e-4,2.294078644,2299
True,False,10,15,4,127,0,2.210222975,9.4756e-5,2.217319318,2299
True,False,10,15,5,127,0,2.231987125,9.7641e-5,2.234500942,2299
True,False,10,15,6,127,0,2.479490704,1.2102e-4,2.487950952,2299
True,False,10,15,7,127,0,3.026756946,9.683e-5,3.027355691,2299
True,False,10,15,8,127,0,3.173303974,1.87568e-4,3.176168375,2299
True,False,10,15,9,127,0,2.866370596,9.625e-5,2.867352818,2299
True,False,10,15,10,127,0,2.659107218,1.14361e-4,2.668908952,2299
