Validity,Heuristics,Loop depth,If depth,N,Total number of inspected paths,Number of unfeasible paths,Time spent on verification,Time spent on finding unfeasible paths,Total time,Atoms
False,True,10,15,2,3,9,2.7385192e-2,0.221526032,0.251747242,36
False,True,10,15,3,2,11,1.3184192e-2,0.238783799,0.254879449,15
False,True,10,15,4,2,12,1.4186302e-2,0.261447729,0.27854029,16
False,True,10,15,5,2,12,1.4888735e-2,0.262961341,0.280764089,17
False,True,10,15,6,2,12,1.4954791e-2,0.256994191,0.275142781,18
False,True,10,15,7,2,12,1.4619197e-2,0.281983592,0.299630265,19
False,True,10,15,8,2,12,1.489851e-2,0.282665118,0.300960206,20
True,True,10,15,9,0,11,7.424e-6,0.268411603,0.271764388,0
True,True,10,15,10,0,12,9.869e-6,0.279497991,0.482949758,0
False,False,10,15,2,5,0,4.8187423e-2,5.4948e-5,5.1745254e-2,1137
False,False,10,15,3,26,0,0.249671176,5.3259e-5,0.253075738,1137
False,False,10,15,4,25,0,0.242951531,5.7748e-5,0.246498069,1137
False,False,10,15,5,24,0,0.232658183,5.9522e-5,0.236396573,1137
False,False,10,15,6,54,0,0.627849523,5.268e-5,0.631359441,1137
False,False,10,15,7,53,0,0.514626539,5.1635e-5,0.518043282,1137
False,False,10,15,8,52,0,0.636806652,5.0415e-5,0.640269358,1137
True,False,10,15,9,59,0,0.581419765,5.1811e-5,0.584924992,1137
True,False,10,15,10,59,0,0.701708877,5.0485e-5,0.705209217,1137
